T,T_actual,H,I,V1,V2,V3,V4,V5,V6,V7,V8
196,195.9647163,-0.040002723,0.001,46.57439066,-45.00444475,21.39628129,-21.19239023,47.23696129,-43.0676875,22.18118046,-20.183195
195,194.9647743,-0.053881221,0.001,46.28894546,-44.80058189,21.41668524,-21.01908444,46.70689378,-43.2919636,22.23215289,-20.08125017
194,193.9645439,-0.066943333,0.001,46.11566803,-44.72926875,21.19242445,-20.92733316,46.533591,-42.6395566,21.96711523,-19.85700621
193,192.9642151,-0.035920813,0.001,45.96277575,-44.61707484,21.29435645,-20.90694632,46.5030065,-42.4152599,21.83460265,-19.94876018
192,191.9651955,-0.044084634,0.001,45.95255743,-44.26032772,21.05993201,-20.85598269,46.3195164,-42.578359,22.15059015,-19.96913759
191,190.9635818,-0.085720122,0.001,45.86082697,-44.34190091,21.01915425,-20.72347241,46.1869981,-42.2318372,21.8244106,-19.56140238
190,189.964579,-0.039186341,0.001,45.6671566,-44.05642509,21.02933184,-20.62152802,46.2278092,-42.3847122,22.07923782,-19.79584126
189,188.9640106,-0.03102252,0.001,45.56520333,-43.77102446,20.99873613,-20.70307313,46.2787329,-41.8954191,21.83459198,-19.4594471
188,187.9638123,-0.067759715,0.001,45.88123078,-43.35305563,20.96817095,-20.50939409,46.2889499,-41.5080695,21.90593307,-19.13327428
187,186.9644188,-0.039186341,0.001,45.49386309,-43.28173339,20.85602795,-20.38707134,46.0035032,-39.8057612,22.25251907,-19.17405383
186,185.9638451,-0.034288048,0.001,45.24921213,-43.05745446,20.75410595,-20.20358908,46.2991323,-40.876076,21.95690894,-19.01094072
185,184.9643242,-0.048982927,0.001,45.12687256,-43.12882355,20.6215663,-20.30552555,45.7996109,-40.6721901,21.9976745,-18.83764984
184,183.9644608,-0.036737194,0.001,45.2492021,-42.91474604,20.6317843,-20.0812737,45.5855812,-40.091135,21.64093271,-18.89881739
183,182.9644707,-0.032655284,0.001,44.83126367,-42.59875604,20.6317827,-20.05067584,45.7486598,-40.5600508,21.5389776,-18.88861887
182,181.964798,-0.058779513,0.001,44.7395575,-42.47644494,20.58080914,-20.15261306,45.4836314,-39.9994253,21.65110543,-18.70512427
181,180.963279,-0.04653378,0.001,44.54584556,-42.36429797,20.52981366,-19.81622126,45.453063,-39.6630713,21.49818721,-18.54203427
180,179.9644691,0.006531057,0.001,44.39293649,-42.14005389,20.46868883,-19.94874089,45.0249237,-40.1625314,21.52878097,-18.67454373
179,178.9641945,-0.075107155,0.001,44.05657283,-42.17065855,20.34633441,-19.76526791,44.6477627,-40.0198229,21.27393888,-18.66437827
178,177.9639687,-0.032655284,0.001,43.82208191,-42.04833867,20.17305901,-19.69390852,44.8006319,-39.8770694,21.25355822,-18.48086304
177,176.9637016,-0.073474391,0.001,43.73037484,-41.69154876,20.13229296,-19.58177441,44.5968011,-39.6630572,21.17200209,-18.48087002
176,175.9635559,-0.022042317,0.001,43.79151891,-41.70173632,20.03034966,-19.67351526,43.3429872,-38.5825162,21.3758581,-18.19546958
175,174.9640488,-0.040819106,0.001,43.76093534,-41.2124448,20.15266849,-19.46965238,44.617133,-38.2869346,21.3248847,-18.00177415
174,173.9630852,-0.035920812,0.001,43.60802701,-41.0595175,20.1220738,-19.19442787,45.4428312,-37.5937605,21.6510871,-17.8998229
173,172.964077,-0.070208862,0.001,43.28184055,-40.9983687,19.96917651,-19.31674007,44.3113298,-37.7261941,21.2229604,-17.56343453
172,171.9638123,-0.055513985,0.001,43.077981,-40.92695631,19.72454362,-19.18421036,44.0463625,-37.7058552,21.17200085,-17.96100563
171,170.9636658,-0.086536506,0.001,43.09835003,-40.8760393,19.80609083,-19.17402684,42.5886272,-37.1044676,21.1108298,-17.73675585
170,169.9640144,-0.039186341,0.001,42.95565204,-40.2847889,19.74493672,-18.86822254,43.9036108,-36.7068529,20.8661805,-17.52270142
169,168.9635437,-0.091434798,0.001,42.94545334,-40.3765842,19.65317001,-18.84784079,44.2807658,-36.686449,21.0700575,-17.47170638
168,167.9642258,-0.024491463,0.001,42.78230296,-40.0809185,19.64297901,-19.01093328,43.1084919,-37.4713201,20.81521819,-17.64498983
167,166.9630112,-0.000816382,0.001,42.36438344,-40.16247125,19.4798731,-18.91916819,43.6691324,-36.8802297,20.78461783,-17.54303335
166,165.9640266,0.004898293,0.001,42.30326154,-39.6935892,19.43911544,-18.68473808,43.9953479,-36.0646999,20.61135521,-16.92125415
165,164.9635948,0.030206138,0.001,42.34403794,-39.4387423,19.35757981,-18.72552042,44.1788465,-36.1870613,20.80502855,-17.01297235
164,163.9636108,0.056330367,0.001,42.1197806,-39.3877814,19.38816657,-18.58280331,43.4244839,-36.0239314,20.71326615,-16.95182294
163,162.9637039,0.040819106,0.001,41.63047827,-39.30620654,19.14349313,-18.53183221,43.0065831,-36.2787608,20.37690322,-17.14553467
162,161.9630142,0.022042317,0.001,41.56927874,-39.3061661,18.98038693,-18.46045303,42.8536655,-35.5142331,20.4074653,-17.03337529
161,160.9639763,0.022042317,0.001,41.70179635,-38.7863447,19.08233685,-18.30757088,42.9861606,-35.3001571,20.50938362,-16.54409428
160,159.9632034,0.024491463,0.001,41.53870536,-38.7150163,18.98039568,-18.14447016,42.8740313,-34.9842283,20.45843854,-16.49311388
159,158.963871,-0.022858699,0.001,41.29404309,-38.2970771,18.94982196,-18.28719208,43.0575271,-33.9138439,20.71328123,-16.23828499
158,157.9630554,-0.006531057,0.001,41.11055951,-38.3683852,18.9294288,-18.03234946,42.2216544,-34.5255065,20.41765479,-16.42176397
157,156.9634369,-0.029389756,0.001,40.97807341,-38.3174233,18.66439954,-18.06292581,42.6293796,-34.4745326,20.10165438,-16.82949443
156,155.9632538,-0.025307845,0.001,41.03922429,-38.0218427,18.72556296,-18.01196883,42.8638334,-33.9138916,20.27492934,-16.27907201
155,154.9628983,-0.039186341,0.001,40.94745285,-37.8281834,18.72556955,-17.8080823,41.8954416,-33.7202378,20.0608756,-16.0140306
154,153.9635056,-0.030206138,0.001,40.7334043,-37.410181,18.75614135,-17.79789094,43.9239421,-34.3725143,19.67352845,-16.18731963
153,152.9625992,-0.04979931,0.001,40.42763465,-37.3388589,18.62361336,-17.49207912,43.1900251,-33.1391064,19.90798038,-16.12614731
152,151.9634033,-0.046533781,0.001,40.38679895,-37.1451815,18.44016189,-17.43092517,41.4775079,-32.3848567,20.2137735,-15.56549078
151,150.9628029,-0.098782237,0.001,40.22370643,-37.0432911,18.34840501,-17.45131634,42.0177682,-32.7517752,20.09146153,-15.40240255
150,149.9628548,-0.085720123,0.001,40.16258105,-36.9821369,18.46051913,-17.39012662,41.9973247,-32.3949669,19.81620562,-15.19850383
149,148.9631073,-0.071841627,0.001,39.67327712,-36.8291571,18.24644851,-17.44111413,40.9066318,-32.3643406,19.45945212,-15.6878106
148,147.9634186,-0.059595894,0.001,39.42865174,-36.9311267,18.06298095,-17.29840339,41.0392044,-32.6803799,19.56139726,-15.58590001
147,146.9632637,-0.057146747,0.001,39.81598645,-36.4316895,18.16492966,-17.11493022,41.3959592,-31.2329736,19.93854777,-15.01505957
146,145.9635895,-0.075923538,0.001,39.41845447,-36.0340816,18.09357941,-17.00280222,41.9158389,-30.5193791,19.61236608,-14.81119256
145,144.9626144,-0.062045041,0.001,39.53058051,-35.8098396,18.11393488,-16.98241206,41.3144031,-30.8456175,19.24539593,-14.72964147
144,143.9630203,-0.045717399,0.001,38.96993244,-35.7384894,17.88967552,-16.99260646,40.3255847,-31.6508911,19.3065519,-14.99467038
143,142.9627319,-0.044901016,0.001,39.17378705,-35.6773494,17.79795382,-16.96202326,37.9912971,-29.9179977,19.79583288,-14.32189872
142,141.9630348,-0.044084634,0.001,38.96991504,-35.3307217,18.00181957,-16.78873968,40.8454599,-29.7243756,20.25454332,-15.44319086
141,140.9632378,-0.044084634,0.001,38.40927607,-35.1778525,17.79793918,-16.57466549,40.3867759,-29.4593011,19.72446885,-14.19955306
140,139.9626358,-0.087352888,0.001,38.66410639,-34.8516368,17.76736621,-16.5237051,41.1003304,-29.0821282,19.18422241,-14.05685616
139,138.9629494,-0.047350162,0.001,37.95055904,-34.8822383,17.69600528,-16.53389971,40.223675,-29.7242927,19.13326203,-14.32190165
138,137.9624634,-0.03102252,0.001,38.45003495,-34.2910203,17.46155348,-16.52370825,41.7221501,-28.3481815,19.23521024,-13.8733767
137,136.9626534,-0.049799309,0.001,38.47043216,-33.862853,17.61447487,-16.26888031,41.436728,-27.2982768,19.27597975,-13.60837025
136,135.9624603,-0.057146747,0.001,38.490835,-33.8425291,17.56349451,-16.09557515,40.9882103,-27.3389947,19.12307233,-13.33313214
135,134.9621269,-0.056330365,0.001,38.39908408,-33.7405778,17.31885533,-16.20771022,40.5804737,-28.5622758,18.82745292,-14.04666898
134,133.9621162,-0.095516707,0.001,37.66514775,-34.2502334,17.13536982,-16.14655358,40.2338939,-28.389003,18.82746021,-13.90397062
133,132.9621353,-0.090618416,0.001,37.55301943,-33.2512769,17.2271109,-15.77957232,40.06056709,-27.491998,19.37787896,-13.50641709
132,131.9626549,-0.035104431,0.001,37.5020353,-33.2615071,16.99264688,-15.75919434,39.81590579,-27.8589522,19.2045927,-13.22098789
131,130.9619392,-0.063677805,0.001,37.1248738,-33.4245225,17.03343683,-15.7286147,39.16351007,-25.555123,18.76628075,-13.25157557
130,129.9620522,-0.036737195,0.001,36.82926756,-33.1697005,16.98246089,-15.77957227,39.26544457,-27.1249893,18.71531853,-13.29235983
129,128.9616356,-0.051432073,0.001,36.60500758,-33.1900735,16.86012321,-15.47376819,38.30729766,-27.0739986,18.91917806,-13.20060851
128,127.9618404,-0.048982927,0.001,37.1350747,-32.5886738,16.9009041,-15.32087681,39.05138938,-25.3818411,18.48086649,-12.45648136
127,126.9610645,-0.048166544,0.001,36.9923684,-32.7823669,16.92129471,-15.19854728,38.50095597,-24.4338576,18.9497544,-12.38512818
126,125.9618763,-0.062861423,0.001,37.5326379,-32.068803,16.9416785,-15.06603463,39.5610555,-24.4135329,19.072084,-12.2016599
125,124.9613598,-0.041635488,0.001,36.19725418,-32.4357942,16.73779734,-15.12719048,38.89847522,-26.1565363,18.21581482,-12.49724666
124,123.9625977,-0.031838902,0.001,36.00356409,-32.5376965,16.61547095,-15.19852555,38.42957287,-25.7181949,18.24639503,-11.9366099
123,122.9612358,-0.049799309,0.001,36.0545562,-31.640693,16.55431391,-14.90292734,38.84749834,-23.6693054,18.83762692,-11.9162207
122,121.960994,-0.035920812,0.001,35.9730095,-31.7630167,16.40141223,-14.80099171,39.85666707,-24.0260867,18.35853664,-11.7123508
121,120.9610382,-0.028573373,0.001,36.0035695,-31.8852872,16.44219543,-14.65828431,39.43872477,-24.2809768,18.45026449,-11.22306657
120,119.960339,-0.035920813,0.001,35.3308022,-31.2940569,16.12619717,-14.62770586,37.94026343,-24.7396378,18.29736824,-12.06912723
119,118.9603706,-0.084087358,0.001,35.269658,-31.4469593,16.04464703,-14.72964802,37.45097622,-27.7161708,18.26676946,-11.2944142
118,117.9603134,-0.058779513,0.001,35.3511819,-31.0698575,16.22813374,-14.35247289,39.1736796,-21.9058847,18.07310128,-10.9886047
117,116.9595673,-0.043268251,0.001,35.188083,-30.5193722,16.13637479,-14.31169534,39.30616548,-22.170976,18.50122586,-11.3657709
116,115.9606583,-0.037553577,0.001,35.2594566,-30.570285,16.12618339,-14.30150591,38.60283487,-21.0801799,17.98136268,-11.57983408
115,114.9596584,-0.033471666,0.001,35.0555769,-30.6722543,15.98348569,-14.20977029,37.58348562,-23.0271528,18.50122807,-11.5288904
114,113.960059,-0.055513983,0.001,34.6987964,-30.5295814,15.789817,-14.03647643,39.16347622,-20.6929091,18.31774951,-10.4687386
113,112.9598957,-0.075107156,0.001,35.3919562,-29.8466076,16.02422758,-14.08744414,38.57225006,-20.8864654,17.97116957,-10.4789274
112,111.9604443,-0.06939248,0.001,34.9229848,-30.264516,15.75918985,-13.76123881,37.21645364,-21.1209055,18.18520449,-10.4891001
111,110.9597099,-0.044901016,0.001,34.943372,-29.6324745,15.84072269,-13.57772986,38.34790711,-20.1117946,18.25656003,-11.14148098
110,109.959774,-0.047350162,0.001,34.3827184,-29.5916991,15.48397466,-13.75104253,35.94227873,-21.5286678,17.76726039,-10.9478252
109,108.9593914,-0.009796585,0.001,34.4234642,-29.2451233,15.81013723,-13.26172566,37.8688197,-18.7152436,18.54196086,-9.3372197
108,107.9592922,-0.014694878,0.001,34.4438949,-29.5611423,15.71842224,-13.34329044,36.45197848,-19.8161903,17.96095589,-9.6736113
107,106.9595512,-0.03102252,0.001,34.3113819,-28.602932,15.52474726,-13.1801927,37.15531762,-17.9303415,17.49204243,-9.9794468
106,105.9970428,0.009796585,0.001,33.3736818,-28.5257671,15.45148788,-13.24974382,36.17775289,-20.7998912,17.29179493,-9.94006029
105,104.9584984,-0.035104431,0.001,33.6370067,-28.935674,15.3950742,-13.16261096,37.05160954,-19.2161989,17.47130166,-10.07114121
104,103.9590294,-0.034288048,0.001,33.6728858,-28.5711569,15.29350391,-12.9697632,37.19534351,-17.5127136,17.44421039,-9.17331
103,102.9592705,-0.008980203,0.001,33.8563222,-28.8352529,15.46765514,-12.85028425,36.77042825,-19.5114887,17.12856175,-9.1608716
102,101.9595528,-0.023675081,0.001,33.4048367,-28.2109633,15.28602002,-12.74840702,36.0135974,-16.4370469,17.85740403,-8.9604327
101,100.9587902,-0.006531057,0.001,33.357014,-28.1388684,15.05142381,-12.77338497,35.20005569,-18.5776715,16.85849175,-9.5312244
100,99.95938454,-0.044901016,0.001,33.0110465,-28.5375003,14.99644371,-12.77438211,35.4585019,-15.9074075,17.57865644,-8.8076145
99,98.95866928,-0.035104431,0.001,33.6967202,-27.7994659,15.31260299,-12.24071515,37.4053725,-14.1668934,17.13565614,-7.7122604
98,97.95945778,-0.054697602,0.001,34.1686955,-26.4421507,15.3041191,-12.09314379,36.7099399,-14.1626865,17.45339585,-7.8724838
97,96.95932426,-0.067759717,0.001,33.2518492,-27.0884302,15.14420319,-12.09556005,35.69089005,-15.9933869,16.83473154,-8.6335664
96,95.95937004,-0.036737195,0.001,32.5456036,-27.1231793,14.84725643,-12.31116081,35.15239166,-16.7813048,16.87386542,-8.9661958
95,94.95970268,-0.036737194,0.001,32.8200141,-26.5572374,14.95147448,-12.00783652,36.2609744,-15.6363258,17.28826762,-7.9518311
94,93.95986938,-0.027756991,0.001,33.5159268,-26.7220263,14.94772737,-11.84248667,35.6748095,-13.6207389,17.09945121,-7.6977193
93,92.95952568,-0.064494188,0.001,32.7321889,-25.8099835,14.8514073,-11.83157189,36.254291,-12.1823664,16.99404635,-7.6963018
92,91.95973511,-0.011429349,0.001,32.0417558,-26.3321052,14.51837625,-11.84935713,35.7907502,-15.290894,16.50443683,-8.2118918
91,90.96013184,-0.06204504,0.001,32.222977,-26.4591312,14.61266845,-11.80570065,34.3632541,-14.677063,16.88822112,-7.929774
90,89.95967369,-0.036737195,0.001,32.7086356,-26.1651443,14.66897038,-11.56462338,37.4082089,-13.5374774,17.03609498,-7.3210215
89,88.96000252,-0.064494188,0.001,32.3382901,-26.2158743,14.65389586,-11.3359973,36.6884755,-11.5063585,16.95938223,-6.8935789
88,87.95951614,-0.059595894,0.001,32.1709298,-25.4716429,14.70080581,-11.22654178,35.7804981,-9.4864968,16.57780725,-6.0999421
87,86.95972672,-0.085720122,0.001,32.363972,-25.7635684,14.25829973,-11.21653953,35.86535,-14.3440903,16.73589543,-7.4116751
86,85.95983887,-0.08082183,0.001,31.8433458,-25.8747817,14.18694419,-11.31266145,35.3796607,-12.9589214,16.22092647,-7.4277496
85,84.96017685,-0.08082183,0.001,31.4927162,-25.2366364,14.11437502,-11.25018583,35.8302476,-11.2826069,16.27701505,-7.145853
84,83.95988846,-0.071841627,0.001,31.6044975,-25.4549773,14.11881156,-11.07066867,35.8458456,-12.7201431,16.55730332,-6.9582637
83,82.96042061,-0.074290772,0.001,31.614795,-24.6763761,14.0187537,-11.01651003,34.9572554,-12.1742219,16.848794,-6.8121072
82,81.96001434,-0.097965856,0.001,31.1307737,-24.8846335,13.96649857,-10.91552854,35.1073685,-11.3488263,15.69826156,-6.8236421
81,80.96006088,-0.111844351,0.001,31.158966,-24.4307838,13.98094687,-10.78666429,34.9999487,-11.8554056,16.29886356,-6.8857896
80,79.96087036,-0.061228659,0.001,30.8784672,-24.8142059,13.88310731,-10.86419265,35.3704366,-9.8485962,15.71221063,-6.2304086
79,78.96065178,-0.06204504,0.001,30.8199586,-24.6429568,13.73999521,-10.68426836,35.0372184,-10.9500616,16.46177816,-6.6492054
78,77.96106606,-0.086536506,0.001,30.8857629,-24.2895844,13.67660917,-10.60422235,35.1794251,-7.6754203,15.47862195,-6.2553889
77,76.96055489,-0.058779513,0.001,30.4738825,-23.2960458,13.5506853,-10.47212508,35.8483832,-10.5513041,15.93204366,-6.1412654
76,75.96145096,-0.07265801,0.001,30.3739989,-23.6771588,13.68772451,-10.35972582,34.3308388,-8.7965902,15.56645532,-6.1087143
75,74.96201706,-0.009796585,0.001,30.5513955,-23.2095944,13.52601166,-10.21448148,35.1994453,-8.0554403,15.63791603,-5.790241
74,73.96221313,-0.035920812,0.001,30.3761964,-23.6640188,13.54906209,-10.18152342,35.1216445,-7.8852505,15.31973312,-5.893837
73,72.9622654,-0.075107156,0.001,30.4773924,-23.2125163,13.49012231,-10.11916,34.4214724,-7.8178688,16.26317422,-5.6783598
72,71.96262589,-0.053881219,0.001,31.1577254,-22.7642472,13.67113931,-9.691111951,36.6688589,-4.9650572,16.06050975,-4.5784617
71,70.96317177,-0.067759716,0.001,30.1955788,-22.430404,13.41370838,-9.78339524,33.4136483,-5.8279022,15.98358887,-5.5024665
70,69.96321564,-0.060412276,0.001,29.8642725,-22.677342,13.42159094,-9.7943095,35.418859,-8.849946,15.46415927,-5.5238225
69,68.96446419,-0.060412276,0.001,30.0057732,-22.5269082,13.23339212,-9.70577013,34.4871321,-5.006158,15.88736061,-5.1500395
68,67.96452446,-0.088985653,0.001,29.9463561,-21.7491858,13.23268881,-9.64644282,34.8012858,-6.1548215,15.2609231,-5.0616996
67,66.96545372,-0.070208861,0.001,29.5890527,-22.2939617,13.11412102,-9.41032779,34.4323314,-5.2599074,15.01730111,-4.8945288
66,65.96562424,-0.071025245,0.001,29.4240958,-21.5572161,12.85527126,-9.46642481,35.2600969,-7.1840277,15.20271312,-4.8033467
65,64.96639137,-0.115926261,0.001,29.3474787,-21.7596691,13.00628708,-9.26851419,33.2967028,-5.5709918,15.03986474,-4.6811395
64,63.96741638,-0.083270977,0.001,29.5193869,-21.5386248,12.97555334,-9.122867073,33.5247507,-5.5638624,15.34460239,-4.5873475
63,62.96840878,-0.097149472,0.001,29.535775,-21.4103044,13.12988937,-8.878984473,35.3626145,-1.4026362,15.66591941,-3.5238546
62,61.96998844,-0.062861423,0.001,29.9810064,-20.9675517,13.22712721,-8.554733377,37.0403076,0.155424,15.7897408,-2.4474136
61,60.97019272,-0.08490374,0.001,30.31384852,-20.6450409,13.199831,-8.430306953,36.3419977,1.905216,15.0662357,-3.3120918
60,59.97172813,-0.041635487,0.001,29.4500552,-20.5431879,13.04226413,-8.598494556,35.4648593,-2.427311,14.9448595,-3.1316028
59,58.9732172,-0.060412277,0.001,29.7658115,-20.3923891,12.99899533,-8.466696588,35.9571798,-0.0099498,15.527052,-2.8840458
58,57.9738987,-0.058779512,0.001,29.5495216,-20.7772778,12.8176677,-8.429906026,33.8666808,-0.2592581,15.4515167,-2.9474444
57,56.97531624,-0.056330366,0.001,29.55646632,-20.346569,13.05044736,-8.209360015,34.2617373,0.2884537,14.9679961,-2.6056034
56,55.97686234,-0.064494187,0.001,29.64110418,-20.9673117,12.88215458,-8.123953502,33.9888208,1.3958778,14.5140626,-2.8782912
55,54.97849941,-0.041635488,0.001,28.93458982,-17.1612045,12.66908967,-8.299723692,35.4838107,-4.5284981,15.04602769,-3.4893913
54,53.97947216,-0.022858699,0.001,28.23128776,-20.7737649,12.59147291,-8.159027538,33.7596973,0.4451227,13.8906233,-3.0897433
53,52.98125381,-0.051432074,0.001,28.71240356,-19.2666835,12.63188545,-7.993870507,33.4967234,-0.5224072,14.99195082,-2.8293783
52,51.98263912,-0.024491463,0.001,28.54764816,-19.7763846,12.47552825,-7.895419582,32.6152727,1.4244343,15.1020193,-2.4280883
51,50.98432102,-0.038369959,0.001,28.1951646,-18.4568533,13.09195715,-7.077210789,38.9217222,9.352601,17.1461001,-0.7255083
50,49.98641777,-0.037553577,0.001,29.33276687,-19.6277831,12.5834664,-8.07027748,34.734101,9.765606,14.3950827,-2.1707684
49,48.98833637,-0.061228658,0.001,28.89250704,-19.3776629,12.47329468,-7.291903577,33.940444,5.330831,14.4122637,-1.7552456
48,47.98964348,-0.045717398,0.001,28.21389213,-18.5041982,12.19653964,-7.48746713,32.6089328,1.8826818,14.2210204,-2.2973075
47,46.99091682,-0.013062114,0.001,28.41307834,-19.928489,12.28478326,-7.426324153,33.068619,3.477351,13.6835348,-1.8451901
46,45.99258213,-0.045717398,0.001,28.586687,-19.1166724,12.53258885,-7.016762724,35.4281071,6.773868,14.4497401,-1.0548072
45,44.99449425,-0.08082183,0.001,28.66989024,-19.020712,12.48177095,-6.907306888,34.5837331,6.458166,14.1523802,-1.1733704
44,43.99545708,-0.025307845,0.001,28.05596053,-18.5346552,12.46588041,-6.612971307,36.001333,5.985261,13.8127876,-2.0195478
43,42.99711571,-0.048982927,0.001,27.66909169,-19.0701454,12.25594354,-6.976425946,30.8500311,4.741277,13.6335482,-1.7245321
42,41.99782772,-0.010612967,0.001,28.19740175,-18.2368682,12.26705663,-6.46519194,35.2140348,7.593493,13.8669495,-0.7448269
41,40.99866314,0.013062114,0.001,28.2088201,-18.5604725,12.50740601,-6.44547946,37.1195076,8.548699,14.1866338,-0.6163577
40,39.99933109,0.001632764,0.001,27.87487908,-18.1318252,12.2376333,-6.2878052,36.5743125,9.067303,13.9889457,0.0405181
39,39.00014229,-0.014694878,0.001,27.33524192,-17.4471705,11.7600592,-6.48367991,34.0170816,4.729894,13.4530144,-1.5113473
38,38.00063858,-0.001632764,0.001,29.42748924,-18.0170962,12.20822483,-5.90725572,33.7988256,11.068652,13.7662303,-0.1746518
37,37.00121841,-0.007347439,0.001,28.79410582,-17.066371,12.86245978,-5.274233,39.2349041,10.668151,13.3606291,0.0104318
36,36.00147228,0.012245731,0.001,28.12247897,-16.7326299,13.03096431,-5.65699543,37.2390286,13.55503,13.6249434,0.1675815
35,35.00198669,-0.049799309,0.001,26.71697575,-18.1734905,11.84264224,-6.0147008,32.2188044,8.554549,13.5082156,-1.0619704
34,34.00173206,-0.018776788,0.001,26.60105804,-16.6664089,11.8576028,-5.95638445,36.1381673,13.823043,13.1351647,0.3436566
33,33.001861,0,0.001,27.42925571,-17.3734982,12.12948969,-5.43827902,36.5725283,11.366439,12.9072283,0.6246365
32,32.00164108,-0.01142935,0.001,27.93139047,-17.5693022,12.1608394,-5.16114059,38.1517555,13.993478,13.5770398,0.8212225
31,31.00168295,0.003265528,0.001,26.60772311,-16.7423324,11.61776295,-5.38350848,34.1132682,17.035777,14.444483,0.0584301
30,30.00122566,-0.021225935,0.001,26.50910374,-16.9248126,11.93403051,-4.99204886,35.8764214,11.524724,12.3987456,1.0043633
29,29.00122557,-0.030206138,0.001,26.88761781,-16.3472267,11.87065986,-4.85266572,36.1335965,12.877234,12.9263693,1.0255846
28,28.00105267,-0.077556302,0.001,27.02884678,-16.1852985,12.16145253,-4.72460565,36.404669,17.881446,12.5237744,2.1183039
27,27.00068874,-0.036737195,0.001,25.84176278,-16.4245359,11.36519564,-5.01661176,32.0139343,15.385249,12.2343145,-0.2500658
26,26.0004982,-0.081638213,0.001,26.566939,-15.7409749,11.84185719,-4.48051373,36.907063,14.29349,12.3626834,1.5852494
25,25.0001544,-0.025307845,0.001,26.76575897,-15.7152898,11.77696788,-4.3394117,34.5633541,20.177707,12.5654164,1.5574578
24,24.00025434,-0.025307845,0.001,27.14992967,-15.8817132,12.07906865,-4.09087495,35.6077576,31.397056,11.7654195,0.969293
23,23.00012484,-0.016327642,0.001,25.79873511,-15.5304455,11.58795662,-4.38024563,32.5093597,15.24451,11.4953505,0.6235233
22,22.00013533,0.014694878,0.001,25.64733544,-14.6518858,11.41420026,-3.89650771,34.029682,18.348807,12.5190144,1.7995045
21,21.0001956,0.017144024,0.001,25.81199123,-14.6302861,11.26298479,-3.70890557,33.8144086,17.964459,11.5085768,2.134381
20,20.00036106,0.043268252,0.001,25.88880541,-11.5418593,11.35304767,-3.967758,30.310863,17.457677,10.7864405,0.9263464
19,19.00003004,0.048982927,0.001,25.33740492,-16.1413121,11.1818034,-2.96217477,39.5097326,25.826335,11.647849,1.5107566
18,17.99997997,0.008163821,0.001,25.5287353,-14.9790431,11.259031,-3.24628969,34.41812,22.205172,11.6027765,2.5994141
17,17.00007677,0.035104431,0.001,25.81338298,-15.106938,11.50777254,-3.01068246,34.0909787,24.972621,11.0443649,2.80883922
16,15.99997892,0.04245187,0.001,24.47545967,-14.052101,10.87949197,-3.37546888,30.1490529,19.152528,10.7829702,1.41414078
15,15.00002556,0.026940609,0.001,24.16202124,-14.4161611,11.00069172,-3.1054964,32.8919619,23.878639,10.8873676,2.99785605
14,14.00002317,0.038369959,0.001,25.03118822,-14.1724957,11.26327955,-2.60770725,36.1720092,24.313832,10.004893,3.83303315
13,12.99995356,0.04653378,0.001,24.434426,-13.0796676,11.19243303,-2.59163389,32.4042064,23.445823,10.5780151,2.58940921
12,11.99995775,0.02694061,0.001,24.0423721,-12.7064168,10.49562187,-2.71161358,32.4411512,22.565037,10.0861651,1.88371156
11,10.99997911,-0.000816382,0.001,23.67971986,-12.4181947,10.36857698,-2.75204128,31.3915749,28.667535,11.0515307,4.9831407
10,9.999946785,-0.014694878,0.001,24.29354037,-12.047411,10.92146136,-1.98114911,34.7162269,25.096804,10.4163816,3.28440171
9,9.000259113,-0.017144024,0.001,23.85471369,-11.8675043,10.82432578,-1.76921087,34.0148387,27.133415,9.8202574,3.12328047
8,7.999935794,-0.074290773,0.001,24.64336301,-13.4672143,10.63512141,-1.43120914,40.6464544,26.805816,10.0461561,2.27638817
7,7.000089407,-0.031838902,0.001,22.18386524,-11.9599074,10.12530852,-2.05139657,33.2593093,25.713168,9.8199528,2.11588347
6,6.002470255,-0.089802034,0.001,22.57633931,-11.9109898,10.79684849,-1.38390467,34.1958503,25.82703,9.6185036,4.09421226
5,4.999948669,-0.072658008,0.001,22.71530936,-10.7783435,10.76569585,-0.99912647,32.9969217,25.69174,9.8385789,5.53451702
4,3.999936855,-0.022858699,0.001,23.34146077,-11.6438845,10.06961442,-1.38016831,34.966335,26.388958,8.5801738,2.91447618
3,3.000021553,-0.009796586,0.001,21.14913513,-10.7984687,9.36824268,-1.28809168,29.9976947,23.990191,9.7612324,2.57182462
